Company,File No,Opened,Closed,Coverage,SubCoverage,Reason,SubReason,Disposition,Conclusion,Recovery,Status
State Farm Mutual Automobile Insurance Company,{'': 7051194},2023-01-26,2023-02-27,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0.0,Closed
GEICO General Insurance Company,{'': 7042885},2022-02-09,2022-02-22,Individual Private Passenger,Collision,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed
Progressive Direct Insurance Company,{'': 7018516},2019-10-25,2019-12-26,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Justified,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7041107},2021-11-23,2021-12-22,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid,0.0,Closed
Progressive Direct Insurance Company,{'': 7000455},2020-02-05,2020-02-21,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Refer-Judicial/Attorney,0.0,Closed
"Anthem Health Plans, Inc",{'': 7049229},2022-11-08,2022-12-14,Group,A & H,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Coverage Denied,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7047206},2022-08-12,2022-08-18,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7048569},2022-10-11,2022-12-20,A & H,A & H,Claim Handling,Claim Denial,Claim Settled,Claim Paid,18182.42,Closed
"ConnectiCare Insurance Company, Inc",{'': 7042079},2022-01-14,2022-05-02,Group,Health Only,Claim Handling,"Co-pay, Deductible, and Co-Insurance Issues",Question of Fact/Contract/Provision/Legal Issue,Contract Provision,178.8,Closed
"ConnectiCare Insurance Company, Inc",{'': 7049240},2022-11-08,2022-12-12,Group,Dental,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
Progressive Direct Insurance Company,{'': 7048487},2022-10-06,2022-12-06,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
GEICO General Insurance Company,{'': 7041223},2021-12-01,2021-12-27,Individual Private Passenger,Rental Reimbursement,Claim Handling,Loss of Use,Claim Settled,Company Position Upheld,0.0,Closed
Progressive Casualty Insurance Company,{'': 7050414},2022-12-29,2023-01-19,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7042896},2022-02-10,2022-03-08,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid,554.52,Closed
Cigna Health and Life Insurance Company,{'': 7047291},2022-08-16,2022-09-07,Group,A & H,Claim Handling,Claim Delay,Claim Settled,Claim Paid,13.07,Closed
Progressive Direct Insurance Company,{'': 7046256},2022-07-02,2022-09-19,Individual Private Passenger,Towing,Claim Handling,Claim Handling Other,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7050351},2022-12-27,2023-02-23,Group,A & H,Claim Handling,Claim Delay,Claim Settled,Claim Paid With Interest,49598.89,Closed
"Anthem Health Plans, Inc",{'': 7051121},2023-01-24,2023-02-22,A & H,A & H,Claim Handling,Claim Delay,Claim Settled,Claim Paid,776.86,Closed
"ConnectiCare Insurance Company, Inc",{'': 7044164},2022-04-04,2022-08-04,Individual,A & H,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7044164},2022-04-04,2022-08-04,Individual,Health Only,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7040879},2021-11-16,2021-12-16,Individual Private Passenger,Collision,Claim Handling,Claim Delays,Claim Settled,Claim Paid,0.0,Closed
Progressive Direct Insurance Company,{'': 7041633},2021-12-21,2022-02-25,Individual Private Passenger,Collision,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Enter Arbitration,0.0,Closed
Progressive Casualty Insurance Company,{'': 7015190},2018-06-28,2018-07-19,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Refer-Judicial/Attorney,0.0,Closed
Progressive Casualty Insurance Company,{'': 7041051},2021-11-22,2021-12-10,Individual Private Passenger,Comprehensive,Claim Handling,Denial,Company Position Substantiated,Contract Provision,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046842},2022-07-27,2022-08-31,A & H,Health Exchange,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7046945},2022-08-01,2022-09-08,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046842},2022-07-27,2022-08-31,A & H,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047291},2022-08-16,2022-09-07,A & H,A & H,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,13.07,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047274},2022-08-16,2022-09-15,A & H,A & H,Marketing & Sales,No Coverage/Premium Paid,Claim Settled,Claim Paid,304.83,Closed
"ConnectiCare Benefits, Inc.",{'': 7046842},2022-07-27,2022-08-31,A & H,Exchange,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7048910},2022-10-26,2022-11-02,A & H,Health Only,PolicyHolder Service,Policy Issue Delay,Insufficient Information,Other [Enter Disposition],0.0,Closed
"Anthem Health Plans, Inc",{'': 7050317},2022-12-22,2023-01-10,Individual,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,A & H,Health Exchange,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7045292},2022-05-17,2022-06-14,A & H,A & H,Claim Handling,Claim Denial,Claim Settled,Claim Paid,1978.62,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047274},2022-08-16,2022-09-15,A & H,Health Only,Marketing & Sales,No Coverage/Premium Paid,Claim Settled,Claim Paid,304.83,Closed
UnitedHealthcare Insurance Company,{'': 7046920},2022-07-31,2022-09-07,Group,A & H,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7044926},2022-05-05,2022-08-29,Group,Health Only,Claim Handling,Provider Contract Issue,Claim Settled,Claim Paid,5880.0,Closed
Cigna Health and Life Insurance Company,{'': 7047291},2022-08-16,2022-09-07,A & H,A & H,Claim Handling,Coordination of Benefit,Claim Settled,Claim Paid,13.07,Closed
Progressive Direct Insurance Company,{'': 7050719},2023-01-12,2023-03-06,Individual Private Passenger,Liability,Underwriting,Excessive Charges,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7046920},2022-07-31,2022-09-07,Group,Health Only,Claim Handling,Denial,Company Position Substantiated,Provider Issue,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7048905},2022-10-25,2022-11-02,A & H,Dental,Claim Handling,Denial,Claim Settled,Claim Paid,214.0,Closed
Cigna Health and Life Insurance Company,{'': 7047379},2022-08-19,2022-09-20,Group,Dental,Claim Handling,Denial,Claim Settled,Claim Paid,0.0,Closed
GEICO General Insurance Company,{'': 7048897},2022-10-25,2022-11-28,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Company Position Substantiated,Enter Arbitration,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7047684},2022-09-02,2022-09-09,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047379},2022-08-19,2022-09-20,Group,Dental,Claim Handling,Denial,Claim Settled,Coverage Granted,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7048910},2022-10-26,2022-11-02,Individual,Health Only,PolicyHolder Service,Policy Issue Delay,Insufficient Information,Other [Enter Disposition],0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047291},2022-08-16,2022-09-07,A & H,Health Only,Claim Handling,Coordination of Benefit,Claim Settled,Claim Paid,13.07,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,A & H,Health Only,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046823},2022-07-26,2022-09-07,A & H,Health Exchange,Claim Handling,Claim Procedure,Claim Settled,Provider Issue,40.0,Closed
"Anthem Health Plans, Inc",{'': 7047633},2022-08-31,2022-09-06,Individual,Health Exchange,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047291},2022-08-16,2022-09-07,A & H,A & H,Claim Handling,Coordination of Benefits,Claim Settled,Claim Paid,13.07,Closed
"Anthem Health Plans, Inc",{'': 7040917},2021-11-16,2021-12-15,A & H,Health Exchange,Claim Handling,Claim Procedure,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7048905},2022-10-25,2022-11-02,Group,A & H,Claim Handling,Denial,Claim Settled,Voluntary Reconsideration,214.0,Closed
"Anthem Health Plans, Inc",{'': 7047327},2022-08-17,2022-09-08,Group,Health Only,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7043448},2022-03-01,2022-03-18,Group,Health Only,Claim Handling,Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,A & H,Health Exchange,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7047327},2022-08-17,2022-09-08,A & H,A & H,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046842},2022-07-27,2022-08-31,Individual,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7048905},2022-10-25,2022-11-02,A & H,A & H,Claim Handling,Denial,Claim Settled,Claim Paid,214.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7048910},2022-10-26,2022-11-02,Individual,Health Exchange,PolicyHolder Service,Policy Issue Delay,Insufficient Information,Other [Enter Disposition],0.0,Closed
UnitedHealthcare Insurance Company,{'': 7044212},2022-04-05,2022-04-18,A & H,A & H,Claim Handling,"Co-pay, Deductible, and Co-Insurance Issues",Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,Individual,Health Exchange,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,Individual,Exchange,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
GEICO General Insurance Company,{'': 7051306},2023-01-31,2023-03-07,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Overturned,Corrective Action,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,Individual,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7047176},2022-08-11,2022-08-31,A & H,Health Only,Claim Handling,Preventive Care,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047379},2022-08-19,2022-09-20,A & H,Dental,Claim Handling,Denial,Claim Settled,Coverage Granted,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,Individual,Health Only,Claim Handling,Claim Handling Other,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7047734},2022-09-06,2022-09-23,Group,A & H,Claim Handling,Claim Handling Other,Claim Settled,Claim Paid,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,A & H,Exchange,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7046920},2022-07-31,2022-09-07,A & H,Health Only,Claim Handling,Claim Handling Other,Company Position Substantiated,Provider Issue,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7048905},2022-10-25,2022-11-02,Group,A & H,Claim Handling,Denial,Claim Settled,Claim Paid,214.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046823},2022-07-26,2022-09-07,A & H,Health Exchange,Claim Handling,Claim Procedure,Claim Settled,Claim Paid,40.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046842},2022-07-27,2022-08-31,A & H,Health Only,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047080},2022-08-08,2022-09-07,Individual,Exchange,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047379},2022-08-19,2022-09-20,A & H,A & H,Claim Handling,Denial,Claim Settled,Coverage Granted,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7047889},2022-09-13,2022-10-03,A & H,Health Exchange,Claim Handling,Medical Necessity Denial,Company Position Substantiated,External Review Info Sent,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7046966},2022-08-02,2022-09-15,A & H,Health Only,Claim Handling,UR DENIAL OF CLAIM,Claim Settled,Claim Paid,4197.78,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047861},2022-09-12,2022-09-14,Group,Health Only,Claim Handling,Provider Contract Issue,No Action Requested/Required,Provider Issue,0.0,Closed
"Anthem Health Plans, Inc",{'': 7047343},2022-08-18,2022-09-06,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7048905},2022-10-25,2022-11-02,A & H,A & H,Claim Handling,Denial,Claim Settled,Voluntary Reconsideration,214.0,Closed
UnitedHealthcare Insurance Company,{'': 7046920},2022-07-31,2022-09-07,A & H,A & H,Claim Handling,Denial,Company Position Substantiated,Provider Issue,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046823},2022-07-26,2022-09-07,A & H,Exchange,Claim Handling,Claim Procedure,Claim Settled,Provider Issue,40.0,Closed
UnitedHealthcare Insurance Company,{'': 7046966},2022-08-02,2022-09-15,Group,A & H,Claim Handling,UR DENIAL OF CLAIM,Claim Settled,Claim Paid,4197.78,Closed
Progressive Direct Insurance Company,{'': 7045782},2022-06-10,2022-07-15,Individual Private Passenger,Comprehensive,Claim Handling,Claim Delay,Company Position Substantiated,Claim Paid,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7046966},2022-08-02,2022-09-15,A & H,A & H,Claim Handling,UR DENIAL OF CLAIM,Claim Settled,Claim Paid,4197.78,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047861},2022-09-12,2022-09-14,A & H,Health Only,Claim Handling,Willing Provider,No Action Requested/Required,Provider Issue,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7048986},2022-10-28,2022-11-23,Individual,Health Only,Claim Handling,Denial,Claim Settled,Claim Paid,672.09,Closed
"ConnectiCare Insurance Company, Inc",{'': 7049066},2022-11-01,2022-11-22,A & H,Health Only,Underwriting,Premium & Rating,No Action Requested/Required,Furnished Information,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7047204},2022-08-12,2022-09-20,Group,Dental,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7049064},2022-11-01,2022-11-03,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7046823},2022-07-26,2022-09-07,A & H,Health Only,Claim Handling,Claim Procedure,Claim Settled,Claim Paid,40.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7047274},2022-08-16,2022-09-15,Group,Health Only,Marketing & Sales,No Coverage/Premium Paid,Claim Settled,Claim Paid,304.83,Closed
